category,gDork
Files Containing Passwords,filetype:php~ (pass|passwd|password|dbpass|db_pass|pwd) 

Files Containing Juicy Info,+intext:"AWSTATS DATA FILE" filetype:txt 

Files Containing Passwords,inurl:ftp "password" filetype:xls 

Vulnerable Servers,inurl:view.php?board_sn= 

Footholds,inurl:"amfphp/browser/servicebrowser.swf" 

Advisories and Vulnerabilities,"Powered by SLAED CMS" 

Advisories and Vulnerabilities,"error_log" inurl:/wp-content 

Vulnerable Files,allinurl:forcedownload.php?file= 

Files Containing Juicy Info,filetype:ini "Bootstrap.php" (pass|passwd|password|pwd) 

Advisories and Vulnerabilities,intitle:"vtiger CRM  - Commercial Open Source CRM" 

Files Containing Juicy Info,inurl:server-info intitle:"Server Information" Apache Server Information 

Various Online Devices,inurl:":" PacketVideo corporation 

Vulnerable Servers,intitle:mn . 

Files Containing Juicy Info,filetype:pem "Microsoft" 

Files Containing Juicy Info,site:docs.google.com intitle:(cv Or resume OR curriculum vitae) 

Files Containing Juicy Info,site:mediafire.com cv Or resume OR curriculum vitae filetype:pdf OR doc 

Files Containing Juicy Info,site:stashbox.org cv Or resume OR curriculum vitae filetype:pdf OR doc 

Files Containing Juicy Info,inurl:/push/ .pem apns -"push notifications" "bag attributes" 

Files Containing Juicy Info,site:dl.dropbox.com filetype:pdf cv OR curriculum vitae OR resume 

Files Containing Passwords,filetype:sql "PostgreSQL database dump" (pass|password|passwd|pwd) 

Files Containing Passwords,filetype:sql "MySQL dump" (pass|password|passwd|pwd) 

Files Containing Passwords,filetype:sql "phpmyAdmin SQL Dump" (pass|password|passwd|pwd) 

Advisories and Vulnerabilities,inurl:"clsUploadtest.asp" 

Vulnerable Files,ionCube Loader Wizard information disclosure 

Vulnerable Files,vBulletin Install Page Detection 

Files Containing Juicy Info,inurl:sarg inurl:siteuser.html 

Pages Containing Login Portals,intitle:"Enabling Self-Service Procurement" 

Pages Containing Login Portals,intitle:"cyber recruiter" "User ID" 

Pages Containing Login Portals,"Login Name" Repository Webtop intitle:login 

Files Containing Juicy Info,allinurl:http://www.google.co.in/latitude/apps/badge/api?user= 

Vulnerable Servers,intitle:Locusshell intext:"Software:" 

Files Containing Juicy Info,filetype:xls + password + inurl:.com 

Files Containing Passwords,filetype:ini "pdo_mysql" (pass|passwd|password|pwd) 

Files Containing Passwords,filetype:ini "SavedPasswords" (pass|passwd|password|pwd) 

Files Containing Passwords,filetype:ini "precurio" (pass|passwd|password|pwd) 

Files Containing Passwords,filetype:ini "[FFFTP]" (pass|passwd|password|pwd) 

Files Containing Passwords,filetype:ini "FtpInBackground" (pass|passwd|password|pwd) 

Advisories and Vulnerabilities,inurl:"fbconnect_action=myhome" 

Advisories and Vulnerabilities,index.php?option=com_ignitegallery 

Advisories and Vulnerabilities,intext:"Powered by FXRecruiter" 

Advisories and Vulnerabilities,"site by Designscope" 

Vulnerable Servers,intitle:"[EasyPHP] - Administration" 

Advisories and Vulnerabilities,intext:"Powered by Inventory Mojo Software." 

Advisories and Vulnerabilities,intext:"Site by Triware Technologies Inc" 

Advisories and Vulnerabilities,intext:"Powered by VoiceCMS" 

Advisories and Vulnerabilities,intext:"Powered by OnePlug CMS" 

Pages Containing Login Portals,intitle:"cascade server" inurl:login.act 

Advisories and Vulnerabilities,"POWERED BY LOG CMS" 

Advisories and Vulnerabilities,ADAN (view.php ) Sql Injection Vulnerability 

Advisories and Vulnerabilities,inurl:"sitegenius/topic.php" 

Advisories and Vulnerabilities,intext:"Web Design by Webz" filetype:asp 

Advisories and Vulnerabilities,intext:"Powered by EZPub" 

Advisories and Vulnerabilities,"Powered by SOFTMAN" 

Advisories and Vulnerabilities,"POWERED BY ZIPBOX MEDIA" inurl:"album.php" 

Files Containing Juicy Info,intext:db_pass inurl:settings.ini 

Vulnerable Servers,intitle:cyber anarchy shell 

Vulnerable Servers,MySQL: ON MSSQL: OFF Oracle: OFF MSSQL: OFF PostgreSQL: OFF cURL: ON WGet: ON Fetch: OFF Perl: ON 

Advisories and Vulnerabilities,"powered by zipbox media" 

Advisories and Vulnerabilities,"made visual by sightFACTORY" 

Files Containing Juicy Info,inurl:app/etc/local.xml 

Advisories and Vulnerabilities,site:ebay.com inurl:callback 

Advisories and Vulnerabilities,"Powered By Dew-NewPHPLinks v..b" 

Advisories and Vulnerabilities,allintext: /qcodo/_devtools/codegen.php 

Advisories and Vulnerabilities,http://www.google.com/#sclient=psy&hl=en&safe=off&site=&source=hp&q=:inurl%Amj_wwwusr&aq=f&aqi=&aql=&oq=&pbx=&fp=dcbafcb 

Advisories and Vulnerabilities,Photo Gallery powered by TinyWebGallery .. 

Advisories and Vulnerabilities,inurl:"ab_fct.php?fct=" 

Advisories and Vulnerabilities,"Powered by: PHP Link Directory" 

Advisories and Vulnerabilities,"inurl:cultbooking.php" 

Advisories and Vulnerabilities,inurl:"/plugins/ImageManager/manager.php" 

Error Messages,inurl:"index.php?m=content+c=rss+catid=" 

Advisories and Vulnerabilities,intext:"Powered by DZOIC Handshakes Professional" 

Advisories and Vulnerabilities,inurl:"/modules.php?name=" "Maximus CMS" 

Advisories and Vulnerabilities,"TinyBB  all rights reserved" 

Advisories and Vulnerabilities,inurl:"jscripts/tiny_mce/plugins/tinybrowser/" OR inurl:"jscripts/tiny_mce/plugins/tinybrowser/" "index of" 

Files Containing Passwords,inurl:config/databases.yml -trac -trunk -"Google Code" -source -repository 

Footholds,allintext:"fs-admin.php" 

Files Containing Passwords,inurl:web/frontend_dev.php -trunk 

Advisories and Vulnerabilities,"Powered by phpMySport" 

Advisories and Vulnerabilities,"POWERED BY ALITALK" 

Advisories and Vulnerabilities,"Powered by YourTube v." 

Advisories and Vulnerabilities,inurl:"/gadmin/index.php" 

Advisories and Vulnerabilities,inurl:"com_eventcal" 

Advisories and Vulnerabilities,"Powered by KaiBB .." 

Advisories and Vulnerabilities,"Website Design by Rocktime" 

Advisories and Vulnerabilities,"Powered by UNO.com.my" 

Advisories and Vulnerabilities,"/index.php?id=cmp-noticias" 

Advisories and Vulnerabilities,"Powered by CubeCart .." 

Advisories and Vulnerabilities,allinurl:index.php?db=information_schema 

Advisories and Vulnerabilities,"Powered by: IRIran.net" 

Advisories and Vulnerabilities,inurl:com_jeauto 

Advisories and Vulnerabilities,inurl:"produtos.asp?produto=" 

Advisories and Vulnerabilities,"powered by simpleview CMS" 

Advisories and Vulnerabilities,"Powered By PageAdmin CMS Free Version" 

Advisories and Vulnerabilities,intext: Copyright+MantisBT Group 

Advisories and Vulnerabilities,inurl:panorama-viewer.php?id= 

Advisories and Vulnerabilities,inurl:showcat.asp?id= 

Advisories and Vulnerabilities,"POWERED BY: WEBINSPIRE" 

Files Containing Juicy Info,allinurl:/xampp/security.php 

Files Containing Juicy Info,inurl:phpinfo.php 

Vulnerable Servers,inurl:/vb/install/install.php 

Advisories and Vulnerabilities,inurl:com_amresurrected 

Vulnerable Servers,inurl:/vb/install/upgrade.php 

Vulnerable Servers,"CGI-Telnet Unit-x Team Connected to *.com" OR "CGI-Telnet Unit-x Team Connected to" 

Vulnerable Servers,"www.*.com - cshell" OR "www.*.net - cshell" OR "www.*.org - cshell" 

Error Messages,"plugins/wp-db-backup/wp-db-backup.php" 

Files Containing Juicy Info,inurl:configuration.php-dist 

Files Containing Juicy Info,inurl:"config.php.new" +vbulletin 

Vulnerable Servers,"[ phpinfo ] [ php.ini ] [ cpu ] [ mem ] [ users ] [ tmp ] [ delete ]" 

Vulnerable Servers,"rshell ." 

Vulnerable Servers,"rshell" 

Advisories and Vulnerabilities,"Powered by SOOP Portal Raven .b" 

Vulnerable Servers,"safe_mode: * PHP version: * cURL: * MySQL: * MSSQL: * PostgreSQL: * Oracle: *" 

Advisories and Vulnerabilities,PhpMyAdmin Client Side Day Code Injection and Redirect Link Falsification 

Advisories and Vulnerabilities,inurl:page.php?intPageID= 

Advisories and Vulnerabilities,"SOOP Portal ." 

Advisories and Vulnerabilities,inurl:index.php?option=com_lqm "showResults" 

Advisories and Vulnerabilities,php Kolay Forum (php KF) ©  -  phpKF Ekibi 

Advisories and Vulnerabilities,"Powered By Dejcom Market CMS" 

Advisories and Vulnerabilities,inurl:"index.php?option=com_annuaire" 

Advisories and Vulnerabilities,"Site produced by GeneralProducts.co.uk" 

Advisories and Vulnerabilities,inurl:"index.php?option=com_jeajaxeventcalendar" 

Advisories and Vulnerabilities,"Powered by SiteEngine" 

Advisories and Vulnerabilities,inurl:"index.php?option=com_competitions" 

Advisories and Vulnerabilities,inurl:"index.php?option=com_storedirectory" 

Advisories and Vulnerabilities,inurl:"index.php?option=com_catalogue" 

Advisories and Vulnerabilities,inurl:index.php?option=com_doqment&cid= 

Files Containing Juicy Info,filetype: log inurl:"access.log" +intext:"HTTP/." 

Advisories and Vulnerabilities,inurl:"?delete" +intext:"PHP version" +intext:"Safe_mode" 

Advisories and Vulnerabilities,inurl:"?act=phpinfo" 

Various Online Devices,inurl:/level//exec/-/configure/http 

Various Online Devices,inurl:/exec/show/tech-support/cr 

Various Online Devices,inurl:/level//exec/- 

Advisories and Vulnerabilities,inurl:"jscripts/tiny_mce/plugins/tinybrowser/" 

Advisories and Vulnerabilities,This page was produced using SAM Broadcaster. Â© Copyright Spacial Audio Solutions, LLC  - . 

Advisories and Vulnerabilities,allinurl: id "com_jooget" 

Advisories and Vulnerabilities,inurl:comment.asp intext:Your e-mail address will be used to send you voting and comment activity. Inclusion of your address is optional but Battle Blog cannot notify you of these activities unless you supply an accurate e-mail. 

Advisories and Vulnerabilities,inurl:com_img 

Advisories and Vulnerabilities,inurl:"toplist.php" "powered by phpbb" 

Advisories and Vulnerabilities,"Designed and Developed by Debliteck Ltd" 

Advisories and Vulnerabilities,intext:"Powered By : Yamamah Version ." 

Advisories and Vulnerabilities,inurl:"whoiscart/admin/hostinginterfaces/" 

Advisories and Vulnerabilities,"Powered by nzFotolog v.. Â© - Ricardo Amaral" 

Advisories and Vulnerabilities,"SQuery ." |"SQuery ." |"SQuery ." | inurl:"modules.php?name=SQuery" 

Advisories and Vulnerabilities,"Upload unique IP List:" AND "The Ultimate Fake Hit Generator - BOOST YOUR ALEXA RANK" 

Advisories and Vulnerabilities,inurl:"ir/addlink.php?id=" OR inurl:"addlink.php?id=" 

Advisories and Vulnerabilities,intext:"powered and designed by Dow Group" 

Advisories and Vulnerabilities,intext:"powered by Milonic" inurl:viewnews.php?id= 

Advisories and Vulnerabilities,"mirco blogging" 

Advisories and Vulnerabilities,"Sitedesign by: Dieleman www.dieleman.nl - Copyright © " 

Advisories and Vulnerabilities,"intext:Warning: passthru()" "inurl:view=help" 

Advisories and Vulnerabilities,PHPGÃ©nÃ©alogie fonctionne sur un serveur PHP 

Advisories and Vulnerabilities,inurl:"char.php?id=" OR intitle:Minimanager for trinity server 

Advisories and Vulnerabilities,inurl:"product_desc.php?id=" Powered by Zeeways.com 

Advisories and Vulnerabilities,"Transloader by Somik.org" OR "Transloader by" OR "Transloder" 

Advisories and Vulnerabilities,Powered by ArticlesOne.com oR Website Powered by ArticlesOne.com 

Advisories and Vulnerabilities,"powered by CubeCart" inurl:"index.php?_a=" 

Advisories and Vulnerabilities,intext: "Site developed & mantained by Woodall Creative Group" 

Advisories and Vulnerabilities,"Web Group Communication Center beta .." OR "Web Group Communication Center beta .." 

Advisories and Vulnerabilities,inurl:"picture.php?cat=" "Powered by PhpWebGallery .." 

Advisories and Vulnerabilities,"Powered by Glossword .." OR "Powered by Glossword .." 

Advisories and Vulnerabilities,Maian Events v. Copyright Â© - Maian Script World. All Rights Reserved 

Advisories and Vulnerabilities,inurl:categoria.php?ID= comune 

Advisories and Vulnerabilities,"Web site engine's code is copyright Â© - ATutorÂ®" 

Advisories and Vulnerabilities,CrÃ©Ã© par Narfight, ClanLite V... Â© - 

Advisories and Vulnerabilities,"Powered by Atomic Photo Album" inurl:"photo.php?apa_album_ID=" 

Advisories and Vulnerabilities,"% | % | %" "Back to gallery" inurl:"show.php?imageid=" 

Advisories and Vulnerabilities,Powered by DUdforum . inurl:/forums.asp?iFor= 

Advisories and Vulnerabilities,allinurl: galid "index.php?p=gallerypic" 

Advisories and Vulnerabilities,"Powered by yappa-ng .." AND "Powered by yappa-ng .." 

Advisories and Vulnerabilities,"ActualAnalyzer Lite (free) ."+"Copyright Â©  ActualScripts" 

Advisories and Vulnerabilities,inurl:com_forum 

Advisories and Vulnerabilities,"Copyright (c) - by Simple PHP Guestbook" 

Advisories and Vulnerabilities,inurl:"browse.php?folder=" Powered by GeneShop  

Advisories and Vulnerabilities,inurl:/modules/Partenaires/clic.php?id= 

Advisories and Vulnerabilities,"powered by DBHcms" 

Advisories and Vulnerabilities,intext:"sitio web diseñado por www.toronja.com.pe" 

Advisories and Vulnerabilities,Maian Gallery v. Copyright Â© - Maian Script World. All Rights Reserved. 

Advisories and Vulnerabilities,allintext:" If you would like to contact us, our email address is" traffic 

Advisories and Vulnerabilities,powered by apt-webservice ;apt-webshop-system v. 

Advisories and Vulnerabilities,Maian Music v.. Copyright Â© - Maian Script World. All Rights Reserved. 

Advisories and Vulnerabilities,"Help desk software by United Web Coders rev. .." 

Advisories and Vulnerabilities,"Software PBLang .z" AND "Software PBLang ." OR "Software PBLang" 

Advisories and Vulnerabilities,intext:"Web design by goffgrafix.com" 

Advisories and Vulnerabilities,"Welcome to Exponent CMS" | "my new exponent site" inurl:articlemodule 

Advisories and Vulnerabilities,"Powered by Drumbeat" inurl:index.php 

Advisories and Vulnerabilities,"Designed & Developed by N.E.T E-Commerce Group. All Rights Reserved." 

Advisories and Vulnerabilities,"Powered by SocketMail Lite version ... Copyright Â© -" 

Advisories and Vulnerabilities,Powered by WHMCompleteSolution - OR inurl:WHMCS OR announcements.php 

Advisories and Vulnerabilities,inurl:inc_catalogmanager.asp 

Advisories and Vulnerabilities,allinurl: "pollBooth.php?op=results"pollID 

Advisories and Vulnerabilities,"Factux le facturier libre V .." 

Advisories and Vulnerabilities,Powered by XAOS systems 

Advisories and Vulnerabilities,inurl:inc_documentlibrarymanager.asp 

Advisories and Vulnerabilities,inurl:"phpRaid" "phpRaid" "roster.php?Sort=Race" 

Advisories and Vulnerabilities,inurl:"classifieds.php?cat=" 

Advisories and Vulnerabilities,inurl:"index.php?option=com_jequoteform" 

Advisories and Vulnerabilities,"Software Categories" "Featured Resources" "Search" 

Advisories and Vulnerabilities,"Website Powered By Creative SplashWorks - SplashSite" 

Advisories and Vulnerabilities,inurl:"index.php?com_remository" 

Advisories and Vulnerabilities,Â©  by Lama Software - Accomm Solutions GmbH & Co. KG 

Advisories and Vulnerabilities,inurl:"index.php?option=com_portfolio" 

Advisories and Vulnerabilities,Powered by Article DashBoard 

Advisories and Vulnerabilities,inurl:post.php?Category=Garage 

Advisories and Vulnerabilities,"Send amazing greetings to your friends and relative!" 

Advisories and Vulnerabilities,inurl:tabid//Default.aspx OR inurl:portals// 

Advisories and Vulnerabilities,"Eyeland Studio Inc. All Rights Reserved." 

Advisories and Vulnerabilities,Powered by Info Fisier 

Advisories and Vulnerabilities,Powered by ArticleMS from ArticleTrader 

Advisories and Vulnerabilities,"powered by Sniggabo CMS" inurl:article.php?id 

Advisories and Vulnerabilities,"Powered By DayDB v." 

Advisories and Vulnerabilities,intext:"Powered by Max.Blog" 

Advisories and Vulnerabilities,"Powered by Active PHP Bookmarks v." inurl:.view_group.php?id= 

Advisories and Vulnerabilities,Powered by: XP Book v. 

Advisories and Vulnerabilities,"Powered by ispCP Omega" 

Advisories and Vulnerabilities,"This site is powered by CMS Made Simple version ." 

Advisories and Vulnerabilities,"Jax Calendar v. by Jack (tR), www.jtr.de/scripting/php" 

Advisories and Vulnerabilities,Powered by Platinum ..b. 

Advisories and Vulnerabilities,allinurl: "index php p shop"categ 

Advisories and Vulnerabilities,Rash Version: .. 

Advisories and Vulnerabilities,Powered by: mevin productions 

Advisories and Vulnerabilities,inurl:"catalog/product/detail.php?cat=" 

Advisories and Vulnerabilities,inurl: user_info.php?user_id= " Or " inurl: index.php?catid= " 

Advisories and Vulnerabilities,Powered by:Traidnt Gallery Version .. 

Advisories and Vulnerabilities,intitle: phpBazar-AdminPanel 

Advisories and Vulnerabilities,allinurl: "index.php?showlink"links 

Advisories and Vulnerabilities,"Aurora CMS" 
